Date,temperature,humidity
2023-02-23 07:43,23.5,55
2023-02-23 08:43,23.3,55
2023-02-23 09:43,23.3,54
2023-02-23 10:43,23.5,56
2023-02-23 11:43,23.5,58
2023-02-23 12:43,23.2,58
2023-02-23 13:43,22.4,58
2023-02-23 14:43,22.2,59
2023-02-23 15:43,22.1,62
2023-02-23 16:43,21.8,62
2023-02-23 17:43,21.5,61
2023-02-23 18:43,21.2,60
2023-02-23 19:43,21.0,60
2023-02-23 20:43,21.0,61
2023-02-23 21:43,21.4,62
2023-02-23 22:43,23.0,60
2023-02-23 23:43,23.5,59
2023-02-24 00:43,23.9,57
2023-02-24 01:43,23.8,57
2023-02-24 02:43,23.7,59
2023-02-24 03:43,23.7,60
2023-02-24 04:43,23.7,61
2023-02-24 05:43,23.7,61
2023-02-24 06:43,23.8,61
2023-02-24 07:43,23.7,62
2023-02-24 08:43,23.8,64
2023-02-24 09:43,23.8,61
2023-02-24 10:43,23.5,59
2023-02-24 11:43,23.4,58
2023-02-24 12:43,23.3,57
2023-02-24 13:43,23.2,57
2023-02-24 14:43,23.3,56
2023-02-24 15:43,23.5,55
2023-02-24 16:43,23.4,55
2023-02-24 17:43,23.4,56
2023-02-24 18:43,23.7,57
2023-02-24 19:43,23.7,60
2023-02-24 20:43,23.3,69
2023-02-24 21:43,23.5,63
2023-02-24 22:43,22.9,62
2023-02-24 23:43,22.8,60
2023-02-25 00:43,22.7,59
2023-02-25 01:43,22.8,62
2023-02-25 02:43,23.0,63
2023-02-25 03:43,22.8,64
2023-02-25 04:43,22.9,64
2023-02-25 05:43,23.0,64
2023-02-25 06:43,22.7,64
2023-02-25 07:43,22.8,64
2023-02-25 08:43,22.6,65
2023-02-25 09:43,22.9,67
